('Total Revenue', '254,190,000.00', '245,122,000.00', '211,915,000.00', '198,270,000.00', '168,088,000.00')
         757107 function calls (736878 primitive calls) in 1.933 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.043    0.043 css_parser.py:1(<module>)
        1    0.000    0.000    1.294    1.294 connection.py:69(handle_request)
       54    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
       97    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       57    0.000    0.000    0.000    0.000 typing.py:664(__init__)
       22    0.000    0.000    0.000    0.000 util.py:16(lower)
        2    0.000    0.000    0.018    0.009 _models.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _models.py:144(__init__)
        1    0.000    0.000    0.149    0.149 socket.py:808(create_connection)
  136/131    0.000    0.000    0.000    0.000 css_parser.py:375(_freeze_relations)
       34    0.000    0.000    0.000    0.000 ipaddress.py:2223(__init__)
       19    0.000    0.000    0.001    0.000 _readers.py:94(maybe_read_from_SEND_RESPONSE_server)
    38/29    0.000    0.000    0.007    0.000 css_parser.py:732(parse_pseudo_open)
        7    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
        7    0.000    0.000    0.000    0.000 enum.py:1026(_decompose)
        1    0.000    0.000    0.020    0.020 dammit.py:67(EntitySubstitution)
        1    0.000    0.000    0.000    0.000 client.py:239(HTTPResponse)
       24    0.000    0.000    0.001    0.000 dataclasses.py:587(_repr_fn)
       61    0.000    0.000    0.000    0.000 _util.py:84(validate)
      283    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        4    0.000    0.000    0.002    0.001 _exceptions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _headers.py:150(normalize_and_validate)
        2    0.000    0.000    0.032    0.016 connection.py:1(<module>)
      239    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.046    0.046 _client.py:1(<module>)
      281    0.000    0.000    0.000    0.000 dataclasses.py:424(<genexpr>)
        1    0.000    0.000    0.018    0.018 request.py:1(<module>)
        1    0.000    0.000    0.101    0.101 sync.py:144(start_tls)
        1    0.000    0.000    0.101    0.101 ssl.py:1014(_create)
       24    0.000    0.000    0.000    0.000 dataclasses.py:227(_recursive_repr)
       66    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
      167    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
      248    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
        2    0.000    0.000    0.000    0.000 _urlparse.py:213(urlparse)
        1    0.000    0.000    1.043    1.043 http11.py:65(handle_request)
      462    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
       41    0.000    0.000    0.000    0.000 typing.py:1107(__mro_entries__)
       56    0.000    0.000    0.001    0.000 _htmlparser.py:90(handle_startendtag)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:595(__init__)
        1    0.000    0.000    1.295    1.295 _client.py:1001(_send_single_request)
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       50    0.000    0.000    0.000    0.000 ipaddress.py:1908(__init__)
       69    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
      245    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.001    0.001 _status_codes.py:1(<module>)
        2    0.000    0.000    0.023    0.012 _synchronization.py:1(<module>)
      208    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       21    0.000    0.000    0.000    0.000 ipaddress.py:1488(__init__)
       24    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
        1    0.000    0.000    0.001    0.001 _types.py:1(<module>)
       19    0.000    0.000    0.001    0.000 typing.py:523(Optional)
        2    0.000    0.000    0.079    0.040 _api.py:1(<module>)
       15    0.000    0.000    0.000    0.000 inspect.py:2920(__init__)
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
        1    0.000    0.000    1.294    1.294 default.py:230(handle_request)
       52    0.000    0.000    0.002    0.000 css_parser.py:1092(<listcomp>)
       24    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
        2    0.000    0.000    0.003    0.001 _streams.py:1(<module>)
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
      225    0.000    0.000    0.000    0.000 enum.py:801(value)
        3    0.000    0.000    0.000    0.000 typing.py:1773(get_type_hints)
        1    0.000    0.000    0.055    0.055 socket.py:938(getaddrinfo)
      238    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       20    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _synchronization.py:493(CapacityLimiter)
      281    0.000    0.000    0.000    0.000 typing.py:1737(cast)
       49    0.000    0.000    0.000    0.000 typing_extensions.py:2872(_check_generic)
        2    0.000    0.000    0.000    0.000 http_proxy.py:1(<module>)
       13    0.000    0.000    0.001    0.000 dataclasses.py:598(_frozen_get_del_attr)
       51    0.000    0.000    0.000    0.000 message.py:393(__setitem__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
      122    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.129    0.129 __init__.py:122(__init__)
       57    0.000    0.000    0.000    0.000 dataclasses.py:286(__init__)
        1    0.000    0.000    0.004    0.004 api.py:1(<module>)
       86    0.000    0.000    0.000    0.000 re.py:269(escape)
       24    0.000    0.000    0.000    0.000 dataclasses.py:391(_fields_in_init_order)
      128    0.000    0.000    0.000    0.000 _models.py:166(encoding)
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:220(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
        2    0.000    0.000    0.003    0.002 _eventloop.py:1(<module>)
        1    0.000    0.000    0.021    0.021 ssl.py:741(create_default_context)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
      143    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       22    0.000    0.000    0.000    0.000 inspect.py:2637(__init__)
      311    0.000    0.000    0.000    0.000 css_parser.py:302(get_name)
       24    0.000    0.000    0.000    0.000 _receivebuffer.py:87(maybe_extract_next_line)
       39    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
        2    0.000    0.000    0.000    0.000 connection_pool.py:1(<module>)
        2    0.000    0.000    0.009    0.004 http11.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        1    0.000    0.000    0.004    0.004 cookiejar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 shutil.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _readers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:327(StreamClosed)
       10    0.000    0.000    0.000    0.000 __init__.py:1315(getLogger)
        2    0.000    0.000    0.002    0.001 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _eventloop.py:56(AsyncBackend)
        1    0.000    0.000    0.003    0.003 cd.py:1(<module>)
       43    0.000    0.000    0.000    0.000 functools.py:65(wraps)
       86    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
      211    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
      190    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:518(_get_protocol_attrs)
        7    0.000    0.000    0.000    0.000 inspect.py:3206(__str__)
      114    0.000    0.000    0.000    0.000 _models.py:19(enforce_bytes)
      234    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
       57    0.000    0.000    0.000    0.000 dataclasses.py:367(field)
       97    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        1    0.000    0.000    1.294    1.294 connection_pool.py:199(handle_request)
        1    0.000    0.000    0.000    0.000 http11.py:47(__init__)
        1    0.000    0.000    0.000    0.000 dammit.py:522(UnicodeDammit)
       13    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
        1    0.000    0.000    0.014    0.014 client.py:1(<module>)
      208    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        8    0.000    0.000    0.000    0.000 _htmlparser.py:182(handle_charref)
        1    0.000    0.000    0.004    0.004 _events.py:1(<module>)
       45    0.000    0.000    0.000    0.000 dataclasses.py:448(_field_init)
       62    0.000    0.000    0.000    0.000 __init__.py:25(__new__)
      133    0.000    0.000    0.000    0.000 enum.py:446(<genexpr>)
       12    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
        1    0.000    0.000    0.000    0.000 _connection.py:155(__init__)
        1    0.000    0.000    0.001    0.001 from_thread.py:1(<module>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
       16    0.000    0.000    0.000    0.000 typing.py:1194(__getitem__)
       45    0.000    0.000    0.000    0.000 typing.py:722(__init__)
       62    0.000    0.000    0.000    0.000 _status_codes.py:28(__new__)
        1    0.000    0.000    0.071    0.071 element.py:1(<module>)
       35    0.000    0.000    0.000    0.000 dataclasses.py:400(_tuple_str)
       57    0.000    0.000    0.000    0.000 _urlparse.py:223(<genexpr>)
        1    0.000    0.000    0.000    0.000 ssl.py:562(set_alpn_protocols)
       98    0.000    0.000    0.000    0.000 dataclasses.py:645(_is_classvar)
       10    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x7fbb82f6a170}
    38/16    0.000    0.000    0.000    0.000 typing.py:320(_eval_type)
        1    0.000    0.000    0.001    0.001 memory.py:1(<module>)
      170    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        6    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
       24    0.000    0.000    0.000    0.000 enum.py:82(__init__)
      208    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
       76    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
       16    0.000    0.000    0.000    0.000 typing.py:679(_evaluate)
        1    0.000    0.000    0.007    0.007 _connection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _events.py:82(__init__)
        1    0.000    0.000    0.000    0.000 default.py:1(<module>)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1740(_parse_hextet)
        1    0.000    0.000    0.000    0.000 parse.py:444(urlsplit)
       11    0.000    0.000    0.000    0.000 typing.py:1208(__getitem_inner__)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        2    0.000    0.000    0.001    0.000 _subprocesses.py:1(<module>)
       10    0.000    0.000    0.000    0.000 functools.py:841(_is_valid_dispatch_type)
      177    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.040    0.040 _auth.py:1(<module>)
      208    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.058    0.058 default.py:136(__init__)
        1    0.000    0.000    0.001    0.001 resources.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _models.py:1249(__init__)
        1    0.000    0.000    0.000    0.000 _client.py:413(_merge_cookies)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       95    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1616(_make_netmask)
        7    0.000    0.000    0.000    0.000 __init__.py:1435(__init__)
        1    0.000    0.000    0.026    0.026 dammit.py:1(<module>)
        1    0.000    0.000    0.096    0.096 ssl.py:1364(do_handshake)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1272(__init__)
       36    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
       10    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
      162    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
    50/49    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
        1    0.000    0.000    0.001    0.001 _state.py:1(<module>)
      168    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
        1    0.000    0.000    0.001    0.001 hashlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ntpath.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
       85    0.000    0.000    0.000    0.000 typing.py:1234(<genexpr>)
        5    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        1    0.000    0.000    0.005    0.005 _multipart.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _models.py:237(<listcomp>)
        2    0.000    0.000    0.000    0.000 _tasks.py:1(<module>)
       16    0.000    0.000    0.024    0.001 css_parser.py:296(__init__)
        7    0.000    0.000    0.000    0.000 enum.py:947(_create_pseudo_member_)
        3    0.000    0.000    0.000    0.000 _models.py:71(<listcomp>)
        1    0.000    0.000    0.000    0.000 _client.py:340(build_request)
        7    0.000    0.000    0.000    0.000 functools.py:844(register)
       15    0.000    0.000    0.000    0.000 inspect.py:612(unwrap)
       94    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.009    0.009 _fileio.py:1(<module>)
       24    0.000    0.000    0.007    0.000 dataclasses.py:1174(wrap)
        2    0.000    0.000    0.000    0.000 _models.py:1270(info)
        1    0.000    0.000    0.006    0.006 _content.py:1(<module>)
    80/50    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
        1    0.000    0.000    0.001    0.001 tls.py:1(<module>)
       23    0.000    0.000    0.000    0.000 inspect.py:277(isfunction)
      105    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       98    0.000    0.000    0.000    0.000 dataclasses.py:653(_is_initvar)
        1    0.000    0.000    1.661    1.661 financial_enhanced.py:9(get_response)
        9    0.000    0.000    0.000    0.000 _connection.py:308(_get_io_object)
        1    0.000    0.000    0.000    0.000 connection_pool.py:48(__init__)
        5    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
      206    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        7    0.000    0.000    0.000    0.000 inspect.py:1959(_signature_bound_method)
       45    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.001    0.001 _formatting.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        1    0.000    0.000    0.001    0.001 _headers.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:2267(__new__)
      107    0.000    0.000    0.000    0.000 constant.py:397(<lambda>)
        1    0.000    0.000    0.004    0.004 css_match.py:1(<module>)
       19    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        2    0.000    0.000    0.000    0.000 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:144(PageElement)
      128    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        7    0.000    0.000    0.000    0.000 typing_extensions.py:703(__init_subclass__)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _status_codes.py:8(codes)
      9/7    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1174(create_module)
        8    0.000    0.000    0.000    0.000 _models.py:284(__getitem__)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:443(__setattr__)
       74    0.000    0.000    0.000    0.000 typing.py:1330(<genexpr>)
        1    0.000    0.000    0.001    0.001 stapled.py:1(<module>)
        2    0.000    0.000    0.011    0.005 parser.py:1(<module>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
       17    0.000    0.000    0.000    0.000 inspect.py:1349(formatannotation)
        1    0.000    0.000    0.000    0.000 {method 'split' of 'bytearray' objects}
        1    0.000    0.000    0.002    0.002 _urlparse.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
        1    0.000    0.000    0.000    0.000 http11.py:140(_send_request_headers)
       27    0.000    0.000    0.000    0.000 _readers.py:64(_decode_header_lines)
        6    0.000    0.000    0.000    0.000 _urlparse.py:497(quote)
        1    0.000    0.000    0.001    0.001 _common.py:1(<module>)
        3    0.000    0.000    0.020    0.007 element.py:2013(find_all)
        1    0.000    0.000    0.000    0.000 request.py:2487(getproxies_environment)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:579(__new__)
        1    0.000    0.000    0.001    0.001 lowlevel.py:1(<module>)
      106    0.000    0.000    0.000    0.000 typing_extensions.py:3024(<listcomp>)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _writers.py:1(<module>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
       18    0.000    0.000    0.000    0.000 dataclasses.py:547(<dictcomp>)
       11    0.000    0.000    0.000    0.000 typing.py:1188(copy_with)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:983(clear)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        2    0.000    0.000    0.001    0.001 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 parse.py:379(urlparse)
        1    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 _client.py:188(BaseClient)
        1    0.000    0.000    0.000    0.000 models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _impl.py:1(<module>)
       23    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
      128    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.002    0.002 css_types.py:1(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:1366(_fixupParents)
        1    0.000    0.000    0.058    0.058 _client.py:639(__init__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1173(_ip_int_from_string)
        1    0.000    0.000    0.002    0.002 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decoders.py:1(<module>)
       24    0.000    0.000    0.000    0.000 dataclasses.py:591(<listcomp>)
       32    0.000    0.000    0.000    0.000 dataclasses.py:409(<listcomp>)
    24/16    0.000    0.000    0.000    0.000 typing.py:1878(_strip_annotations)
        1    0.000    0.000    0.000    0.000 http11.py:152(_send_request_body)
       68    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
        1    0.000    0.000    0.000    0.000 _client.py:594(Client)
        1    0.000    0.000    0.000    0.000 _models.py:383(__init__)
        3    0.000    0.000    0.000    0.000 _models.py:281(origin)
        2    0.000    0.000    0.002    0.001 _utils.py:1(<module>)
      128    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 _writers.py:62(BodyWriter)
        7    0.000    0.000    0.000    0.000 _headers.py:205(get_comma_header)
        1    0.000    0.000    0.001    0.001 sync.py:1(<module>)
      128    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 _fileio.py:215(Path)
        1    0.000    0.000    0.000    0.000 _events.py:137(__init__)
        1    0.000    0.000    0.001    0.001 _models.py:1101(extract_cookies)
      128    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        2    0.000    0.000    0.000    0.000 connection_pool.py:270(_assign_requests_to_connections)
       24    0.000    0.000    0.000    0.000 dataclasses.py:1014(<listcomp>)
        1    0.000    0.000    0.000    0.000 _events.py:315(EndOfMessage)
        1    0.000    0.000    0.000    0.000 asgi.py:1(<module>)
      128    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
       76    0.000    0.000    0.000    0.000 dataclasses.py:395(<genexpr>)
        1    0.000    0.000    0.000    0.000 _client.py:189(__init__)
       10    0.000    0.000    0.000    0.000 typing.py:1154(__subclasscheck__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1147(_make_netmask)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       10    0.000    0.000    0.000    0.000 inspect.py:2721(__str__)
       10    0.000    0.000    0.000    0.000 typing.py:993(__instancecheck__)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       14    0.000    0.000    0.009    0.001 css_parser.py:1135(process_selectors)
        1    0.000    0.000    0.000    0.000 _connection.py:139(Connection)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        6    0.000    0.000    0.000    0.000 abc.py:21(_register)
        6    0.000    0.000    0.000    0.000 typing_extensions.py:2512(__init__)
        1    0.000    0.000    0.004    0.004 _urls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:1191(Tag)
        2    0.000    0.000    0.000    0.000 mock.py:1(<module>)
        8    0.000    0.000    0.000    0.000 inspect.py:66(get_annotations)
        3    0.000    0.000    0.000    0.000 __init__.py:1710(getEffectiveLevel)
       24    0.000    0.000    0.000    0.000 dataclasses.py:345(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
       14    0.000    0.000    0.001    0.000 dataclasses.py:623(_cmp_fn)
        1    0.000    0.000    0.101    0.101 ssl.py:507(wrap_socket)
        1    0.000    0.000    0.000    0.000 ssl.py:841(SSLObject)
       32    0.000    0.000    0.000    0.000 dataclasses.py:508(_init_param)
        1    0.000    0.000    0.000    0.000 connection_pool.py:409(close)
       98    0.000    0.000    0.000    0.000 dataclasses.py:659(_is_kw_only)
        4    0.000    0.000    0.000    0.000 typing.py:532(Literal)
        1    0.000    0.000    0.000    0.000 __init__.py:61(lookup)
        1    0.000    0.000    0.000    0.000 _base.py:1(<module>)
        1    0.000    0.000    0.025    0.025 css_parser.py:418(CSSParser)
        7    0.000    0.000    0.000    0.000 typing_extensions.py:722(runtime_checkable)
        1    0.000    0.000    0.000    0.000 mimetypes.py:399(_default_mime_types)
       69    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
    57/50    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        5    0.000    0.000    0.000    0.000 typing.py:964(__mro_entries__)
       69    0.000    0.000    0.000    0.000 __init__.py:402(<genexpr>)
        1    0.000    0.000    0.000    0.000 _models.py:515(Response)
       44    0.000    0.000    0.000    0.000 dataclasses.py:602(<genexpr>)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       98    0.000    0.000    0.000    0.000 {method 'lower' of 'bytes' objects}
        1    0.000    0.000    0.001    0.001 header.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _util.py:108(__new__)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(PurePath)
        3    0.000    0.000    0.000    0.000 element.py:2155(__init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        1    0.000    0.000    0.027    0.027 formatter.py:1(<module>)
        8    0.000    0.000    0.000    0.000 inspect.py:2998(from_callable)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       39    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 socket.py:504(detach)
        1    0.000    0.000    0.000    0.000 request.py:374(_parse)
       43    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 _urlparse.py:44(<listcomp>)
        1    0.000    0.000    0.000    0.000 _urlparse.py:67(<listcomp>)
       24    0.000    0.000    0.000    0.000 dataclasses.py:1040(<listcomp>)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1873(_split_scope_id)
        1    0.000    0.000    0.000    0.000 _urlparse.py:77(<listcomp>)
       27    0.000    0.000    0.000    0.000 _readers.py:43(_obsolete_line_fold)
        1    0.000    0.000    0.000    0.000 _urlparse.py:90(<listcomp>)
       76    0.000    0.000    0.000    0.000 dataclasses.py:1098(<genexpr>)
       88    0.000    0.000    0.000    0.000 typing.py:219(<listcomp>)
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
       19    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 _client.py:156(close)
       18    0.000    0.000    0.000    0.000 dataclasses.py:572(<listcomp>)
        1    0.000    0.000    0.000    0.000 _models.py:516(__init__)
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1182(exec_module)
        2    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:484(reset)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.008    0.008 feedparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1195(ZipFile)
       41    0.000    0.000    0.000    0.000 os.py:698(__iter__)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
      185    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
       37    0.000    0.000    0.000    0.000 dataclasses.py:436(_field_assign)
        1    0.000    0.000    0.000    0.000 ssl.py:1002(SSLSocket)
        1    0.000    0.000    0.001    0.001 request.py:319(__init__)
        1    0.000    0.000    0.000    0.000 message.py:624(_get_params_preserve)
        3    0.000    0.000    0.000    0.000 typing.py:2247(_make_nmtuple)
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
       30    0.000    0.000    0.000    0.000 typing_extensions.py:669(__hash__)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
        1    0.000    0.000    1.599    1.599 _client.py:879(send)
        1    0.000    0.000    0.000    0.000 idna.py:1(<module>)
       28    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.009    0.009 to_thread.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:11(CharsetMatch)
        1    0.000    0.000    1.295    1.295 _client.py:930(_send_handling_auth)
        1    0.000    0.000    0.000    0.000 _urlparse.py:56(<listcomp>)
        1    0.000    0.000    0.003    0.003 _htmlparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1604(make_cookies)
        1    0.000    0.000    0.000    0.000 message.py:73(_parseparam)
        2    0.000    0.000    0.000    0.000 idna.py:145(encode)
        1    0.000    0.000    0.000    0.000 tempfile.py:816(SpooledTemporaryFile)
       61    0.000    0.000    0.000    0.000 dammit.py:166(<listcomp>)
        3    0.000    0.000    0.000    0.000 _urls.py:77(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:2249(<dictcomp>)
        8    0.000    0.000    0.000    0.000 _models.py:293(<listcomp>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        3    0.000    0.000    0.000    0.000 sync.py:130(write)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:821(get)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1685(extract_cookies)
