('Total Revenue', '254,190,000.00', '245,122,000.00', '211,915,000.00', '198,270,000.00', '168,088,000.00')
         737403 function calls (717066 primitive calls) in 1.807 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       31    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
      113    0.000    0.000    0.000    0.000 __init__.py:402(<genexpr>)
        2    0.000    0.000    0.027    0.014 api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.055    0.055 socket.py:938(getaddrinfo)
      207    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
        1    0.000    0.000    0.105    0.105 client.py:206(_read_headers)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:991(update)
        1    0.000    0.000    0.000    0.000 connection.py:369(request)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.105    0.105 client.py:224(parse_headers)
       97    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        1    0.000    0.000    0.129    0.129 __init__.py:122(__init__)
        1    0.000    0.000    0.001    0.001 resources.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
        3    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
      105    0.000    0.000    0.000    0.000 typing.py:515(<genexpr>)
      311    0.000    0.000    0.000    0.000 css_parser.py:302(get_name)
       42    0.000    0.000    0.316    0.008 response.py:1044(stream)
       25    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
        1    0.000    0.000    0.000    0.000 cookies.py:165(<dictcomp>)
        1    0.000    0.000    0.002    0.002 zipfile.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:1350(__init_subclass__)
       13    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
      190    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
        1    0.000    0.000    0.001    0.001 ssl_.py:219(create_urllib3_context)
        2    0.000    0.000    0.002    0.001 core.py:1(<module>)
       67    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       11    0.000    0.000    0.000    0.000 queue.py:122(put)
       62    0.000    0.000    0.000    0.000 __init__.py:25(__new__)
      183    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      138    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       19    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
       10    0.000    0.000    0.000    0.000 parse.py:379(urlparse)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
        1    0.000    0.000    0.013    0.013 client.py:1(<module>)
        8    0.000    0.000    0.000    0.000 message.py:462(get)
      172    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      158    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
        7    0.000    0.000    0.001    0.000 typing.py:2247(_make_nmtuple)
        1    0.000    0.000    0.907    0.907 client.py:311(begin)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        7    0.000    0.000    0.001    0.000 typing.py:2249(<dictcomp>)
        1    0.000    0.000    0.012    0.012 compat.py:1(<module>)
       19    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
       54    0.000    0.000    0.000    0.000 re.py:269(escape)
       77    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
    43/24    0.000    0.000    0.000    0.000 typing.py:1247(__hash__)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
       54    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      134    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
        8    0.000    0.000    0.000    0.000 _htmlparser.py:182(handle_charref)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.150    0.150 connection.py:192(_new_conn)
        1    0.000    0.000    0.003    0.003 cd.py:1(<module>)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
    87/85    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       30    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
        1    0.000    0.000    0.100    0.100 ssl.py:1364(do_handshake)
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
    37/31    0.000    0.000    0.001    0.000 typing.py:401(__getitem__)
        1    0.000    0.000    0.000    0.000 _collections.py:335(extend)
       16    0.000    0.000    0.023    0.001 css_parser.py:296(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:320(close)
      184    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
        1    0.000    0.000    0.001    0.001 parser.py:59(parsestr)
        2    0.000    0.000    0.000    0.000 request.py:2487(getproxies_environment)
        3    0.000    0.000    0.000    0.000 feedparser.py:101(push)
      186    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 dammit.py:522(UnicodeDammit)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
      177    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 client.py:1239(putheader)
       96    0.000    0.000    0.000    0.000 typing.py:1242(__eq__)
       25    0.000    0.000    0.000    0.000 _collections.py:300(add)
       13    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
       42    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
        2    0.000    0.000    0.001    0.000 _collections.py:1(<module>)
       12    0.000    0.000    0.000    0.000 queue.py:154(get)
        2    0.000    0.000    0.000    0.000 client.py:417(close)
        1    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        1    0.000    0.000    0.802    0.802 client.py:278(_read_status)
        2    0.000    0.000    0.000    0.000 ssl.py:728(verify_mode)
        8    0.000    0.000    0.000    0.000 __init__.py:1366(_fixupParents)
        9    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1740(_parse_hextet)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1616(_make_netmask)
        1    0.000    0.000    0.004    0.004 css_match.py:1(<module>)
       29    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
        1    0.000    0.000    1.162    1.162 connectionpool.py:377(_make_request)
      158    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        1    0.000    0.000    1.162    1.162 connectionpool.py:592(urlopen)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1272(__init__)
       36    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
       23    0.000    0.000    0.000    0.000 parse.py:122(_coerce_args)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
        1    0.000    0.000    0.000    0.000 parser.py:41(parse)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
       19    0.000    0.000    0.000    0.000 enum.py:82(__init__)
        1    0.000    0.000    0.068    0.068 element.py:1(<module>)
        2    0.000    0.000    0.000    0.000 url.py:367(parse_url)
        5    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:523(Optional)
    67/36    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
        1    0.000    0.000    0.023    0.023 dammit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
        1    0.000    0.000    1.163    1.163 adapters.py:613(send)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ntpath.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
       82    0.000    0.000    0.000    0.000 os.py:698(__iter__)
        3    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
        4    0.000    0.000    0.000    0.000 message.py:497(get_all)
      9/7    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1174(create_module)
        1    0.000    0.000    0.000    0.000 socket.py:302(makefile)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
       23    0.000    0.000    0.000    0.000 threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 adapters.py:359(build_response)
      107    0.000    0.000    0.000    0.000 constant.py:397(<lambda>)
        5    0.000    0.000    0.000    0.000 typing.py:801(__init__)
        1    0.000    0.000    0.018    0.018 _base_connection.py:1(<module>)
        1    0.000    0.000    0.002    0.002 css_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:658(__init__)
        1    0.000    0.000    0.001    0.001 hashlib.py:1(<module>)
      128    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
       31    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        1    0.000    0.000    0.000    0.000 response.py:577(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
       91    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      158    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
       12    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
        2    0.000    0.000    0.009    0.004 parser.py:1(<module>)
      136    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
       84    0.000    0.000    0.000    0.000 os.py:759(decode)
      113    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        6    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
      130    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       95    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1266(__init__)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1173(_ip_int_from_string)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
    43/42    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
      128    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       32    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
        1    0.000    0.000    0.000    0.000 client.py:1083(putrequest)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        2    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:144(PageElement)
        3    0.000    0.000    0.020    0.007 element.py:2013(find_all)
        5    0.000    0.000    0.000    0.000 typing.py:1223(__getitem__)
      128    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:480(SSLContext)
      128    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
      128    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
      128    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
       24    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:821(get)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:399(_default_mime_types)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
       99    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       21    0.000    0.000    0.000    0.000 ipaddress.py:1147(_make_netmask)
        4    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:562(set_alpn_protocols)
        6    0.000    0.000    0.000    0.000 abc.py:21(_register)
        8    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        2    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        3    0.000    0.000    0.000    0.000 element.py:2155(__init__)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:316(__init__)
       14    0.000    0.000    0.009    0.001 css_parser.py:1135(process_selectors)
       30    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
       19    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1170(_close_pool_connections)
       20    0.000    0.000    0.000    0.000 _collections_abc.py:909(__iter__)
       25    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        1    0.000    0.000    0.000    0.000 __init__.py:484(reset)
       82    0.000    0.000    0.000    0.000 _collections_abc.py:885(__iter__)
       10    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
        1    0.000    0.000    1.482    1.482 api.py:62(get)
       12    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:301(BaseHTTPResponse)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
      128    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1182(exec_module)
        1    0.000    0.000    0.002    0.002 header.py:1(<module>)
        6    0.000    0.000    0.000    0.000 structures.py:40(__init__)
        1    0.000    0.000    1.482    1.482 api.py:14(request)
        1    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        1    0.000    0.000    0.000    0.000 socket.py:768(close)
        1    0.000    0.000    0.104    0.104 ssl.py:507(wrap_socket)
        1    0.000    0.000    0.006    0.006 feedparser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        3    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        3    0.000    0.000    0.318    0.106 models.py:890(content)
        2    0.000    0.000    0.000    0.000 adapters.py:536(close)
        5    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
        1    0.000    0.000    0.023    0.023 formatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
       34    0.000    0.000    0.000    0.000 ipaddress.py:1873(_split_scope_id)
        1    0.000    0.000    0.000    0.000 request.py:1588(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
       61    0.000    0.000    0.000    0.000 dammit.py:166(<listcomp>)
       26    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:1191(Tag)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        4    0.000    0.000    0.000    0.000 cookiejar.py:885(__init__)
       12    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
        1    0.000    0.000    1.482    1.482 sessions.py:500(request)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        2    0.000    0.000    0.000    0.000 message.py:120(__init__)
        1    0.000    0.000    0.000    0.000 models.py:11(CharsetMatch)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        5    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        4    0.000    0.000    0.000    0.000 ssl.py:457(__new__)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 typing.py:1323(__class_getitem__)
        3    0.000    0.000    0.000    0.000 idna.py:145(encode)
        1    0.000    0.000    0.000    0.000 ssl.py:1255(sendall)
       50    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
        4    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        2    0.000    0.000    0.000    0.000 posixpath.py:229(expanduser)
        1    0.000    0.000    0.001    0.001 sessions.py:457(prepare_request)
        1    0.000    0.000    1.484    1.484 financial.py:9(get_response)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        4    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        3    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:204(get_netrc_auth)
        1    0.000    0.000    0.000    0.000 response.py:544(HTTPResponse)
       96    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        3    0.000    0.000    0.000    0.000 pathlib.py:569(_parse_args)
        4    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       32    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.000    0.000 client.py:838(__init__)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
       23    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        7    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
        1    0.000    0.000    0.000    0.000 utils.py:765(should_bypass_proxies)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 models.py:799(iter_content)
        4    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 response.py:641(release_conn)
       40    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:514(Distribution)
        2    0.000    0.000    0.000    0.000 ssl.py:736(verify_mode)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
       11    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:282(_NormalAccessor)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(PurePath)
       23    0.000    0.000    0.000    0.000 queue.py:248(_qsize)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 socks.py:1(<module>)
        5    0.000    0.000    0.000    0.000 connection.py:355(putheader)
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
        1    0.000    0.000    0.003    0.003 _htmlparser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1724(isEnabledFor)
        2    0.000    0.000    0.000    0.000 cookies.py:124(extract_cookies_to_jar)
        1    0.000    0.000    0.000    0.000 adapters.py:167(HTTPAdapter)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1685(extract_cookies)
       20    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        2    0.000    0.000    0.000    0.000 adapters.py:202(__init__)
      110    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fa03afef400}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.024    0.024 css_parser.py:418(CSSParser)
        1    0.000    0.000    0.000    0.000 readers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:248(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       42    0.000    0.000    0.000    0.000 __init__.py:579(__missing__)
       51    0.000    0.000    0.000    0.000 element.py:1624(__eq__)
       18    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2299(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:794(close)
        1    0.000    0.000    0.000    0.000 textwrap.py:422(dedent)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:566(__subclasshook__)
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
        1    0.000    0.000    0.000    0.000 css_match.py:378(Inputs)
        9    0.000    0.000    0.000    0.000 parse.py:167(hostname)
        1    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
       14    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1195(ZipFile)
       34    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        1    0.000    0.000    0.000    0.000 __init__.py:61(lookup)
        1    0.000    0.000    0.001    0.001 ssl_match_hostname.py:1(<module>)
       12    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
       24    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1251(CookieJar)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
        1    0.000    0.000    0.000    0.000 traceback.py:335(StackSummary)
       24    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
      138    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
       26    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.907    0.907 client.py:1331(getresponse)
       31    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 response.py:143(flush)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1604(make_cookies)
        1    0.000    0.000    0.000    0.000 queue.py:34(__init__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1227(vals_sorted_by_key)
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 idna.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:120(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weakref.py:586(__call__)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:841(SSLObject)
       67    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 parser.py:255(parse_html_declaration)
       25    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
       24    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.005    0.005 _policybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
        2    0.000    0.000    0.000    0.000 contextlib.py:139(__exit__)
       14    0.000    0.000    0.000    0.000 util.py:19(to_str)
       10    0.000    0.000    0.000    0.000 parse.py:208(_hostinfo)
        1    0.000    0.000    0.105    0.105 ssl_.py:488(_ssl_wrap_socket_impl)
        2    0.000    0.000    0.000    0.000 datetime.py:1239(__new__)
       15    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        1    0.000    0.000    0.129    0.129 _htmlparser.py:372(feed)
        1    0.000    0.000    0.105    0.105 ssl_.py:390(ssl_wrap_socket)
        4    0.000    0.000    0.000    0.000 feedparser.py:178(_call_parse)
        1    0.000    0.000    0.000    0.000 models.py:409(prepare_url)
        1    0.000    0.000    0.000    0.000 typing.py:1194(__getitem__)
        4    0.000    0.000    0.000    0.000 typing.py:1107(__mro_entries__)
        1    0.000    0.000    0.000    0.000 ssl.py:600(minimum_version)
        2    0.000    0.000    0.000    0.000 contextlib.py:279(helper)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 socket.py:679(__init__)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weakref.py:569(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:945(Path)
        1    0.000    0.000    0.000    0.000 response.py:118(__init__)
        2    0.000    0.000    0.000    0.000 socket.py:494(_real_close)
       12    0.000    0.000    0.000    0.000 element.py:1417(_all_strings)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1361(add_cookie_header)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
        1    0.000    0.000    0.000    0.000 parse.py:155(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 client.py:954(close)
        6    0.000    0.000    0.000    0.000 element.py:273(get_text)
        1    0.000    0.000    0.254    0.254 connectionpool.py:1085(_validate_conn)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       12    0.000    0.000    0.000    0.000 os.py:755(encode)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1555(_IPv4Constants)
        3    0.000    0.000    0.000    0.000 element.py:2422(__init__)
        2    0.000    0.000    0.000    0.000 poolmanager.py:267(clear)
        1    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
